tour,year,season,event_completed,event_name,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2021,2021,6/20/21,U.S. Open,"Hoffman, Charley",5768,T57,1,Torrey Pines (South),744,71,10,3:28 PM,72,1.89,-0.36,-0.08,0.26,-0.17,1.718,307.7,0.429,0.556,0.667,77.985,33.418,3,3
pga,2021,2021,6/20/21,U.S. Open,"Pendrith, Taylor",17780,CUT,2,Torrey Pines (South),744,71,1,6:45 AM,72,-0.8,2.07,-1.67,2.21,2.61,1.787,322,0.714,0.556,0.556,51.398,37.111,3,5
pga,2021,2021,6/20/21,U.S. Open,"Zaback, Zach",22988,CUT,2,Torrey Pines (South),744,71,10,6:45 AM,72,0.86,-0.99,2.39,-0.45,0.95,1.787,298.3,0.357,0.667,0.286,38.191,26.111,6,7
pga,2021,2021,6/20/21,U.S. Open,"Clark, Wyndham",23604,CUT,2,Torrey Pines (South),744,71,1,8:35 AM,72,2.65,-0.61,-0.6,0.36,-0.84,1.787,319.2,0.357,0.667,0.6,59.849,34.525,3,3
pga,2021,2021,6/20/21,U.S. Open,"Smith, Cameron",15856,CUT,1,Torrey Pines (South),744,71,1,3:17 PM,72,1.76,-0.57,0.53,0,-0.04,1.718,296.7,0.5,0.667,0.875,50.654,29.002,2,3
pga,2021,2021,6/20/21,U.S. Open,"Lowry, Shane",13900,T65,1,Torrey Pines (South),744,71,1,8:59 AM,72,-1.46,0.84,3.39,-1.05,3.18,1.718,297,0.5,0.667,0.667,27.61,29.376,4,4
pga,2021,2021,6/20/21,U.S. Open,"Lowry, Shane",13900,T65,3,Torrey Pines (South),744,71,1,7:32 AM,72,0.28,0.85,-0.15,-0.58,0.13,0.408,302.8,0.429,0.611,0.8,39.972,25.71,4,3
pga,2021,2021,6/20/21,U.S. Open,"Nienaber, Wilco",25889,T68,1,Torrey Pines (South),744,71,10,8:37 AM,72,-1.02,-0.3,0.8,2.24,2.74,1.718,333.1,0.429,0.722,0.5,25.716,29.698,4,4
pga,2021,2021,6/20/21,U.S. Open,"Nienaber, Wilco",25889,T68,4,Torrey Pines (South),744,71,1,6:30 AM,72,1.32,-0.41,0.31,-0.06,-0.15,1.169,334.5,0.429,0.667,0.429,43.016,39.843,7,4
pga,2021,2021,6/20/21,U.S. Open,"Walker, Jimmy",7293,T70,2,Torrey Pines (South),744,71,10,2:09 PM,72,4.04,-0.33,-0.65,-1.25,-2.23,1.787,297,0.286,0.444,0.667,52.515,43.857,5,3
pga,2021,2021,6/20/21,U.S. Open,"Wiesberger, Bernd",9531,CUT,2,Torrey Pines (South),744,71,10,1:58 PM,72,-0.79,0.59,2.07,-0.06,2.6,1.787,301.8,0.429,0.556,0.75,43.432,27.182,4,7
pga,2021,2021,6/20/21,U.S. Open,"Watson, Bubba",7334,T50,1,Torrey Pines (South),744,71,1,2:55 PM,72,-0.29,0.25,1.25,0.5,2.01,1.718,304.5,0.5,0.5,0.556,42.258,26.598,6,3
pga,2021,2021,6/20/21,U.S. Open,"Bezuidenhout, Christiaan",18103,T31,1,Torrey Pines (South),744,71,10,2:22 PM,72,1.29,1.78,-1.04,-0.31,0.43,1.718,290.4,0.429,0.389,0.727,63.086,30.734,7,3
pga,2021,2021,6/20/21,U.S. Open,"Harman, Brian",8825,T19,1,Torrey Pines (South),744,71,10,8:48 AM,72,0.66,1.4,1.38,-1.72,1.06,1.718,286.7,0.214,0.333,0.6,87.48,30.451,5,4
pga,2023,2023,7/23/23,The Open Championship,"Fitzpatrick, Alex",25362,T17,1,Royal Liverpool,724,71,1,11:36 AM,74,0.959,-1.202,-0.185,-0.322,-1.709,-0.75,258.6,0.571,0.556,0.5,49.25,42.9,3,4
pga,2023,2023,7/23/23,The Open Championship,"Schauffele, Xander",19895,T17,2,Royal Liverpool,724,71,1,2:59 PM,74,-1.982,-1.019,1.023,1.426,1.431,-0.551,281,0.643,0.722,0.375,39.542,45.118,1,3
pga,2023,2023,7/23/23,The Open Championship,"Oosthuizen, Louis",7672,T23,1,Royal Liverpool,724,71,1,7:52 AM,74,2.568,0.607,-2.526,-1.399,-3.318,-0.75,277.8,0.429,0.389,0.714,58.5,46.896,7,6
pga,2023,2023,7/23/23,The Open Championship,"Rozner, Antoine",18770,T20,2,Royal Liverpool,724,71,1,4:05 PM,74,-0.338,-0.045,-1.351,1.182,-0.214,-0.551,289.5,0.5,0.444,0.538,65,47.542,1,3
pga,2023,2023,7/23/23,The Open Championship,"Im, Sungjae",17488,T20,2,Royal Liverpool,724,71,1,9:36 AM,74,-0.871,0.476,0.04,-0.195,0.32,-0.551,276.2,0.429,0.556,0.444,58.562,44.765,4,5
pga,2023,2023,7/23/23,The Open Championship,"Grillo, Emiliano",12808,T6,2,Royal Liverpool,724,71,1,8:25 AM,74,-0.335,-1.13,-0.809,1.723,-0.216,-0.551,276.9,0.714,0.611,0.4,51,42.438,2,2
pga,2023,2023,7/23/23,The Open Championship,"Detry, Thomas",14181,T13,1,Royal Liverpool,724,71,1,1:48 PM,74,2.224,-2.162,-1.535,0.724,-2.974,-0.75,280.6,0.643,0.611,0.583,51.333,55.961,3,6
pga,2023,2023,7/23/23,The Open Championship,"Reed, Patrick",14838,T33,2,Royal Liverpool,724,71,1,12:31 PM,74,1.529,0.888,-1.866,-1.103,-2.081,-0.551,271.1,0.357,0.389,0.75,81.833,53.007,3,8
pga,2023,2023,7/23/23,The Open Championship,"Wilson, Oliver",8300,T33,2,Royal Liverpool,724,71,1,10:42 AM,74,-0.101,0.558,-2.233,1.225,-0.45,-0.551,285.7,0.429,0.333,0.643,89.25,42.042,4,4
pga,2023,2023,7/23/23,The Open Championship,"Langasque, Romain",16652,T33,2,Royal Liverpool,724,71,1,7:19 AM,74,-0.656,0.444,-1.083,0.744,0.104,-0.551,291.1,0.357,0.5,0.6,26.458,38.611,2,7
pga,2023,2023,7/23/23,The Open Championship,"Bjork, Alexander",14775,T41,4,Royal Liverpool,724,71,1,11:35 AM,74,-2.789,1.189,0.79,-0.611,1.368,-1.421,248.5,0.429,0.611,0.667,89.389,29.724,3,4
pga,2023,2023,7/23/23,The Open Championship,"Siem, Marcel",6950,T41,3,Royal Liverpool,724,71,1,1:00 PM,74,-0.425,-0.52,-3.033,0.412,-3.141,-3.566,279.9,0.5,0.556,0.333,69.4,42.389,3,7
pga,2023,2023,7/23/23,The Open Championship,"Langasque, Romain",16652,T33,4,Royal Liverpool,724,71,1,12:40 PM,74,-0.265,0.27,-2.677,1.251,-1.156,-1.421,272.4,0.643,0.444,0.5,45.792,43.267,3,3
pga,2023,2023,7/23/23,The Open Championship,"Meronk, Adrian",14196,T23,3,Royal Liverpool,724,71,1,12:30 PM,74,-1.66,-0.411,-1.323,-0.172,-1.906,-3.566,288.1,0.571,0.611,0.625,68.25,30.212,2,7
pga,2023,2023,7/23/23,The Open Championship,"Hojgaard, Nicolai",23602,T23,4,Royal Liverpool,724,71,1,1:10 PM,74,-0.013,-1.718,2.054,-1.744,-1.408,-1.421,269,0.5,0.556,0.429,46.583,26.712,4,3
pga,2023,2023,7/23/23,The Open Championship,"Southgate, Matthew",15191,T23,3,Royal Liverpool,724,71,1,2:35 PM,74,-2.227,-0.815,1.496,-2.019,-1.338,-3.566,267.8,0.5,0.611,0.714,38.639,26.517,0,4
pga,2023,2023,7/23/23,The Open Championship,"Shinkwin, Callum",18244,CUT,2,Royal Liverpool,724,71,1,6:57 AM,74,-0.208,-2.307,1.393,0.57,-0.344,-0.551,295.8,0.286,0.444,0.538,43.722,40.092,1,3
pga,2023,2023,7/23/23,The Open Championship,"Warren, Marc",7567,CUT,2,Royal Liverpool,724,71,1,10:31 AM,74,3.463,-1.359,-1.442,-1.213,-4.014,-0.551,278.9,0.571,0.5,0.5,68.083,44.583,5,5
pga,2023,2023,7/23/23,The Open Championship,"Christensen, Tiger",31123,CUT,2,Royal Liverpool,724,71,1,3:54 PM,74,-0.911,0.187,-0.368,0.541,0.36,-0.551,299.2,0.357,0.389,0.667,55.611,51.727,7,3
pga,2023,2023,7/23/23,The Open Championship,"Han, Seungsu",8046,CUT,2,Royal Liverpool,724,71,1,11:15 AM,74,1.305,-0.272,-0.923,-0.661,-1.856,-0.551,275.7,0.357,0.5,0.6,105.521,35.026,3,3
pga,2023,2023,7/23/23,The Open Championship,"Penge, Marco",22465,CUT,1,Royal Liverpool,724,71,1,4:16 PM,74,-2.7,-0.316,-0.31,2.575,1.95,-0.75,296.8,0.714,0.722,0,67.583,31.65,4,4
pga,2023,2023,7/23/23,The Open Championship,"Mickelson, Phil",1547,CUT,2,Royal Liverpool,724,71,1,10:20 AM,74,-2.82,0.46,0.743,1.066,2.268,-0.551,284.6,0.714,0.667,0.444,,36.603,4,5
pga,2023,2023,7/23/23,The Open Championship,"Barron, Haydn",19068,CUT,1,Royal Liverpool,724,71,1,10:42 AM,74,0.366,0.013,-1.232,0.103,-1.116,-0.75,265.9,0.429,0.556,0.5,74.333,43.304,4,3
pga,2023,2023,7/23/23,The Open Championship,"Larrazabal, Pablo",9133,CUT,2,Royal Liverpool,724,71,1,12:20 PM,74,-1.15,0.469,-1.69,1.82,0.599,-0.551,274.2,0.857,0.611,0.556,59.333,39.655,5,3
pga,2023,2023,7/23/23,The Open Championship,"Farr, Oliver",13318,CUT,1,Royal Liverpool,724,71,1,10:42 AM,74,-0.886,0.293,0.331,-0.487,0.136,-0.75,271.1,0.643,0.556,0.375,48.646,46.625,3,4
pga,2023,2023,7/23/23,The Open Championship,"Johnson, Dustin",12422,CUT,1,Royal Liverpool,724,71,1,1:26 PM,74,-1.43,1.425,-0.595,-0.15,0.68,-0.75,277.1,0.5,0.5,0.7,58.812,48.404,4,4
pga,2023,2023,7/23/23,The Open Championship,"Rose, Justin",6093,CUT,2,Royal Liverpool,724,71,1,9:58 AM,74,-0.322,0.396,0.015,-0.641,-0.23,-0.551,277.1,0.357,0.556,0.5,83.333,35.434,2,7
pga,2023,2023,7/23/23,The Open Championship,"Rose, Justin",6093,CUT,1,Royal Liverpool,724,71,1,2:59 PM,74,-0.966,0.125,1.459,-1.368,0.216,-0.75,270.5,0.643,0.611,0.571,69,35.732,1,3
pga,2023,2023,7/23/23,The Open Championship,"Kim, Bio",12188,CUT,1,Royal Liverpool,724,71,1,10:31 AM,74,-0.216,0.294,-0.882,0.055,-0.534,-0.75,278.1,0.5,0.556,0.4,69.431,38.525,5,3
pga,2023,2023,7/23/23,The Open Championship,"Ballester, Jose Luis",28473,CUT,2,Royal Liverpool,724,71,1,12:31 PM,74,-0.306,1.996,-1.39,-0.851,-0.245,-0.551,281.1,0.357,0.444,0.545,72.286,46.125,3,7
pga,2023,2023,7/23/23,The Open Championship,"Gooch, Talor",18580,CUT,1,Royal Liverpool,724,71,1,9:14 AM,74,-0.884,-1.443,0.324,1.253,0.134,-0.75,272,0.643,0.611,0.2,66.861,35.75,1,5
pga,2023,2023,7/23/23,The Open Championship,"Syme, Connor",22089,CUT,1,Royal Liverpool,724,71,1,7:30 AM,74,-0.943,0.07,-0.882,1.006,0.193,-0.75,269.2,0.714,0.556,0.455,104,42.631,3,3
pga,2023,2023,7/23/23,The Open Championship,"Ferguson, Ewen",21646,CUT,1,Royal Liverpool,724,71,1,2:26 PM,74,0.038,0.742,-1.306,-0.225,-0.788,-0.75,270,0.5,0.5,0.545,114,50.833,2,3
pga,2023,2023,7/23/23,The Open Championship,"Fox, Ryan",11889,T52,4,Royal Liverpool,724,71,1,10:45 AM,74,-2.256,2.092,-0.056,-1.2,0.835,-1.421,268.1,0.143,0.389,0.6,63.292,34.558,6,3
pga,2023,2023,7/23/23,The Open Championship,"Todd, Brendon",12425,T49,4,Royal Liverpool,724,71,1,10:55 AM,74,1.123,-0.989,0.97,-2.525,-2.545,-1.421,254.6,0.571,0.5,0.5,46.5,29.172,2,4
pga,2023,2023,7/23/23,The Open Championship,"Johnson, Zach",6986,T55,4,Royal Liverpool,724,71,1,9:40 AM,74,0.399,-0.784,-1.372,0.336,-1.82,-1.421,258.5,0.571,0.5,0.455,58.833,34.514,2,4
pga,2023,2023,7/23/23,The Open Championship,"Todd, Brendon",12425,T49,1,Royal Liverpool,724,71,1,12:20 PM,74,0.416,-0.068,-2.787,1.689,-1.166,-0.75,276.4,0.714,0.556,0.667,48.417,44.156,4,4
pga,2023,2023,7/23/23,The Open Championship,"Rahm, Jon",19195,T2,1,Royal Liverpool,724,71,1,2:59 PM,74,-1.245,-0.438,0.595,0.338,0.495,-0.75,284.1,0.571,0.5,0.545,57.854,40.301,4,7
pga,2023,2023,7/23/23,The Open Championship,"Kim, Tom",24766,T2,1,Royal Liverpool,724,71,1,1:04 PM,74,1.036,-0.597,-0.803,-0.387,-1.786,-0.75,263.4,0.714,0.5,0.636,144,40.839,3,5
pga,2023,2023,7/23/23,The Open Championship,"Perez, Victor",20730,T41,1,Royal Liverpool,724,71,1,7:41 AM,74,-2.068,0.166,2.968,-1.816,1.318,-0.75,270.1,0.571,0.667,0.286,61.361,26.109,4,6
pga,2023,2023,7/23/23,The Open Championship,"Lamprecht, Christo",24343,T74,4,Royal Liverpool,724,71,1,7:45 AM,74,-0.485,-0.306,-0.313,-0.317,-0.936,-1.421,307.3,0.143,0.5,0.6,57.775,36.583,5,3
pga,2023,2023,7/23/23,The Open Championship,"Macintyre, Robert",23323,T71,1,Royal Liverpool,724,71,1,10:09 AM,74,-0.078,-1.057,-0.261,0.646,-0.672,-0.75,287.5,0.5,0.5,0.615,65.567,37.212,3,3
pga,2023,2023,7/23/23,The Open Championship,"DeChambeau, Bryson",19841,T60,1,Royal Liverpool,724,71,1,10:20 AM,74,-0.662,1.933,-2.673,0.652,-0.088,-0.75,294.6,0.429,0.444,0.583,59.021,46.782,5,7
pga,2023,2023,7/23/23,The Open Championship,"Stallings, Scott",12359,T60,1,Royal Liverpool,724,71,1,8:25 AM,74,-1.169,1.132,-0.375,-0.338,0.419,-0.75,271.9,0.429,0.556,0.444,96,40.333,3,4
pga,2023,2023,7/23/23,The Open Championship,"DeChambeau, Bryson",19841,T60,3,Royal Liverpool,724,71,1,10:20 AM,74,-3.228,0.261,-0.951,0.352,-0.337,-3.566,310.3,0.071,0.667,0.444,42.811,52.617,0,3
pga,2023,2023,7/23/23,The Open Championship,"Harrington, Padraig",5716,T64,4,Royal Liverpool,724,71,1,8:15 AM,74,-0.845,0.067,-1.934,1.291,-0.576,-1.421,280.2,0.571,0.444,0.5,41.375,47.139,3,4
pga,2023,2023,7/23/23,The Open Championship,"Harrington, Padraig",5716,T64,1,Royal Liverpool,724,71,1,9:14 AM,74,0.4,-1.548,0.274,0.124,-1.15,-0.75,268.6,0.643,0.5,0.455,37.083,40.458,3,3
pga,2023,2023,7/23/23,The Open Championship,"Kim, Bio",12188,CUT,2,Royal Liverpool,724,71,1,3:32 PM,74,0.761,-1.411,-0.058,0.157,-1.312,-0.551,287.4,0.357,0.611,0.5,29.646,50.904,6,5
pga,2023,2023,7/23/23,The Open Championship,"Campillo, Jorge",14016,CUT,2,Royal Liverpool,724,71,1,11:04 AM,74,2.218,0.391,-1.678,-1.483,-2.77,-0.551,264,0.429,0.333,0.636,86.542,36.023,2,2
pga,2024,2024,3/17/24,THE PLAYERS Championship,"English, Harris",14577,T19,3,TPC Sawgrass,11,72,1,1:25 PM,75,-3.014,-1.563,-0.258,0.122,-1.699,-4.712,291.6,0.571,0.556,0.462,85.523,34.762,1,8
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Young, Carson",23656,CUT,2,TPC Sawgrass,11,72,10,12:56 PM,75,-0.212,-1.112,-1.436,-0.029,-2.577,-2.789,293.6,0.714,0.556,0.5,118.498,32.936,3,7
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Thompson, Davis",27364,CUT,1,TPC Sawgrass,11,72,10,2:24 PM,75,-2.618,1.458,-0.422,-1.887,-0.851,-3.469,294,0.429,0.667,0.5,56.573,27.706,5,9
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Hadwin, Adam",13965,CUT,1,TPC Sawgrass,11,72,1,9:19 AM,75,-0.015,-0.669,-1.418,-1.367,-3.454,-3.469,287.8,0.357,0.722,0.5,23.544,37.268,1,5
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Sigg, Greyson",23482,CUT,1,TPC Sawgrass,11,72,10,9:30 AM,75,-1.273,-0.81,0.332,-1.718,-2.196,-3.469,276.1,0.429,0.667,0.333,26.349,33.764,2,6
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Wu, Brandon",25213,CUT,1,TPC Sawgrass,11,72,1,7:51 AM,75,0.066,-0.528,-0.568,-2.439,-3.535,-3.469,281.9,0.5,0.556,0.556,86.746,28.887,2,7
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Hadley, Chesson",14967,CUT,1,TPC Sawgrass,11,72,1,7:40 AM,75,-0.055,-1.163,-1.786,-0.465,-3.414,-3.469,284.2,0.643,0.722,0.2,33.384,33.352,2,5
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Lower, Justin",17723,CUT,2,TPC Sawgrass,11,72,10,2:35 PM,75,0.764,-1.737,-0.908,-0.908,-3.553,-2.789,291.6,0.5,0.556,0.556,101.825,32.924,2,5
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Lee, Kyoung-Hoon",13497,CUT,1,TPC Sawgrass,11,72,1,9:19 AM,75,-0.418,-0.065,-3.874,0.888,-3.051,-3.469,292.6,0.643,0.444,0.538,68.5,40.902,3,5
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Streelman, Kevin",8480,CUT,2,TPC Sawgrass,11,72,1,2:24 PM,75,-2.33,-0.544,-0.768,0.853,-0.459,-2.789,295.6,0.571,0.556,0.625,63.13,22.399,2,4
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Tarren, Callum",20519,CUT,1,TPC Sawgrass,11,72,10,2:35 PM,75,-0.955,-0.229,-3.284,0.999,-2.514,-3.469,299,0.643,0.556,0.333,36.787,27.857,6,7
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Pendrith, Taylor",17780,CUT,2,TPC Sawgrass,11,72,1,12:45 PM,75,-0.567,1.967,-2.986,-1.203,-2.222,-2.789,290.6,0.571,0.333,0.769,94.616,47.028,3,10
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Pendrith, Taylor",17780,CUT,1,TPC Sawgrass,11,72,10,7:40 AM,75,1.267,-1.373,0.298,-3.661,-4.736,-3.469,296,0.286,0.444,0.7,28.406,35.6,6,8
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Zalatoris, Will",19428,CUT,2,TPC Sawgrass,11,72,10,8:57 AM,75,0.456,-1.273,0.787,-2.759,-3.245,-2.789,294,0.714,0.611,0.444,50.504,30.288,3,3
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Hoffman, Charley",5768,CUT,1,TPC Sawgrass,11,72,1,2:46 PM,75,-1.568,-0.921,-0.265,-0.715,-1.901,-3.469,280.5,0.5,0.444,0.583,28.059,34.723,2,6
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Spaun, J.J.",17536,T64,4,TPC Sawgrass,11,72,1,9:05 AM,75,0.088,-0.849,-1.829,-1.314,-3.992,-3.904,284.3,0.714,0.778,0.6,54.374,32.024,2,6
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Homa, Max",17538,T64,2,TPC Sawgrass,11,72,10,8:24 AM,75,-1.739,-0.199,1.388,-2.239,-1.05,-2.789,290.2,0.214,0.556,0.556,53.461,33.19,4,5
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Duncan, Tyler",18187,T64,2,TPC Sawgrass,11,72,1,9:30 AM,75,0.285,-0.165,-3.116,0.207,-3.074,-2.789,288.4,0.714,0.5,0.636,24.012,40.892,2,8
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Hoge, Tom",15575,T54,3,TPC Sawgrass,11,72,1,2:00 PM,75,1.126,-0.314,-0.822,-4.703,-5.839,-4.712,282,0.214,0.556,0.667,50.08,39.64,4,8
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Hoge, Tom",15575,T54,4,TPC Sawgrass,11,72,1,10:00 AM,75,0.848,-1.988,-1.275,-1.489,-4.752,-3.904,285.6,0.571,0.5,0.533,81.234,36.373,3,8
pga,2024,2024,3/17/24,THE PLAYERS Championship,"List, Luke",7960,CUT,2,TPC Sawgrass,11,72,1,8:57 AM,75,-1.291,-1.7,1.956,-1.754,-1.498,-2.789,310.5,0.429,0.556,0.444,48.71,29.047,6,8
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Cantlay, Patrick",15466,T68,4,TPC Sawgrass,11,72,1,8:07 AM,75,0.589,0.401,-3.372,-1.522,-4.493,-3.904,290.4,0.214,0.444,0.9,85.468,24.876,1,4
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Glover, Lucas",7399,CUT,1,TPC Sawgrass,11,72,10,9:08 AM,75,-0.828,-1.219,-1.102,-0.32,-2.641,-3.469,279.4,0.714,0.611,0.5,60.033,35.232,1,5
pga,2024,2024,4/14/24,Masters Tournament,"Olesen, Thorbjorn",13412,T58,4,Augusta National Golf Club,14,72,1,9:55 AM,75,-1.884,-0.59,-1.166,1.124,-0.633,-2.517,305.1,0.857,0.556,0.5,123.396,36.144,3,7
pga,2024,2024,4/14/24,Masters Tournament,"Johnson, Zach",6986,CUT,2,Augusta National Golf Club,14,72,1,12:12 PM,75,-0.892,1.896,-0.625,-0.301,0.97,0.079,288.5,0.786,0.5,0.667,41.832,45.12,5,4
pga,2024,2024,4/14/24,Masters Tournament,"Poston, J.T.",21554,T30,1,Augusta National Golf Club,14,72,1,2:54 PM,75,-0.213,-0.452,-1.076,0.168,-1.36,-1.573,293.8,0.786,0.556,0.556,72.307,57.569,3,6
pga,2024,2024,4/14/24,Masters Tournament,"Day, Jason",9771,T30,1,Augusta National Golf Club,14,72,1,3:54 PM,75,0.621,0.392,-2.56,-0.026,-2.194,-1.573,303.8,0.643,0.5,0.538,56.044,45.757,6,5
pga,2024,2024,4/14/24,Masters Tournament,"Fitzpatrick, Matt",17646,T22,4,Augusta National Golf Club,14,72,1,1:05 PM,75,2.151,-2.241,-2.378,-0.049,-4.668,-2.517,312.7,0.714,0.5,0.538,36.026,44.745,5,8
pga,2024,2024,4/14/24,Masters Tournament,"Villegas, Camilo",9171,T35,2,Augusta National Golf Club,14,72,1,8:12 AM,75,-0.189,1.398,-0.909,-0.222,0.267,0.079,285.7,0.786,0.5,0.778,74.302,46.173,2,5
pga,2024,2024,4/14/24,Masters Tournament,"Mickelson, Phil",1547,T43,2,Augusta National Golf Club,14,72,1,12:48 PM,75,1.074,-1.09,0.18,-0.085,-0.995,0.079,293.3,0.571,0.5,0.545,40.084,71.083,4,2
pga,2024,2024,4/14/24,Masters Tournament,"Lowry, Shane",13900,T43,3,Augusta National Golf Club,14,72,1,12:05 PM,75,-3.333,-0.064,2.547,0.15,2.633,-0.7,305.1,0.714,0.556,0.4,43.96,32.205,2,7
pga,2024,2024,4/14/24,Masters Tournament,"Olazabal, Jose Maria",3485,T45,3,Augusta National Golf Club,14,72,1,9:55 AM,75,0.018,1.24,-0.29,-1.668,-0.718,-0.7,267.3,0.786,0.556,0.625,84.682,33.548,3,3
pga,2024,2024,4/14/24,Masters Tournament,"Willett, Danny",12920,T45,2,Augusta National Golf Club,14,72,1,11:30 AM,75,-0.148,-2.271,3.546,-1.048,0.226,0.079,288.6,0.5,0.556,0.4,77.903,31.542,4,3
pga,2024,2024,4/14/24,Masters Tournament,"Bhatia, Akshay",26096,T35,2,Augusta National Golf Club,14,72,1,9:12 AM,75,-1.282,2.022,-1.117,0.456,1.361,0.079,293.9,0.714,0.5,0.455,42.654,51.886,5,5
pga,2024,2024,4/14/24,Masters Tournament,"List, Luke",7960,T38,1,Augusta National Golf Club,14,72,1,11:06 AM,75,-0.275,-0.343,0.973,-1.928,-1.298,-1.573,303.4,0.357,0.556,0.4,60.371,48.818,3,6
pga,2024,2024,4/14/24,Masters Tournament,"List, Luke",7960,T38,2,Augusta National Golf Club,14,72,1,11:42 AM,75,0.139,1.359,-0.56,-0.859,-0.061,0.079,299.5,0.714,0.556,0.714,69.362,44.126,2,6
pga,2024,2024,4/14/24,Masters Tournament,"Fox, Ryan",11889,T38,4,Augusta National Golf Club,14,72,1,12:05 PM,75,0.297,0.245,-2.073,-0.985,-2.814,-2.517,308,0.571,0.333,0.455,55.832,32.407,4,12
pga,2024,2024,4/14/24,Masters Tournament,"Singh, Vijay",653,T58,1,Augusta National Golf Club,14,72,1,2:12 PM,75,-2.977,-0.823,2.069,0.158,1.404,-1.573,284.1,0.857,0.722,0.2,33.926,27.754,3,4
pga,2024,2024,4/14/24,Masters Tournament,"Hadwin, Adam",13965,T53,1,Augusta National Golf Club,14,72,1,2:24 PM,75,-2.324,1.339,1.198,-1.786,0.751,-1.573,289.6,0.5,0.5,0.455,66.221,39.458,2,6
pga,2024,2024,4/14/24,Masters Tournament,"Koepka, Brooks",16243,T45,4,Augusta National Golf Club,14,72,1,11:05 AM,75,1.873,-1.411,-1.953,-1.026,-4.39,-2.517,314,0.5,0.444,0.6,72.858,37.367,4,6
pga,2024,2024,4/14/24,Masters Tournament,"Theegala, Sahith",23014,T45,4,Augusta National Golf Club,14,72,1,11:25 AM,75,-2.263,-0.982,-0.633,1.361,-0.254,-2.517,315.8,0.714,0.667,0.364,56.903,39.559,2,5
pga,2024,2024,4/14/24,Masters Tournament,"Moore, Taylor",21944,T20,2,Augusta National Golf Club,14,72,1,11:18 AM,75,-0.681,1.465,-0.889,0.183,0.759,0.079,302.3,0.714,0.5,0.545,58.263,40.13,3,4
pga,2024,2024,4/14/24,Masters Tournament,"Glover, Lucas",7399,T20,4,Augusta National Golf Club,14,72,1,1:25 PM,75,0.518,-0.973,-0.778,-1.284,-3.034,-2.517,293,0.714,0.5,0.667,54.814,43.595,2,7
pga,2024,2024,4/14/24,Masters Tournament,"Moore, Taylor",21944,T20,3,Augusta National Golf Club,14,72,1,12:35 PM,75,-2.155,0.383,0.346,0.726,1.455,-0.7,314.2,0.786,0.556,0.455,20.049,65.539,2,4
pga,2024,2024,4/14/24,Masters Tournament,"An, Byeong Hun",14459,T16,4,Augusta National Golf Club,14,72,1,1:55 PM,75,-1.846,-1.184,-0.096,0.609,-0.671,-2.517,326.9,0.643,0.667,0.4,43.254,36.932,6,7
pga,2024,2024,4/14/24,Masters Tournament,"Kirk, Chris",12423,T16,2,Augusta National Golf Club,14,72,1,12:24 PM,75,1.055,-2.852,1.624,0.252,-0.976,0.079,303.4,0.714,0.5,0.333,104.979,31.061,5,5
pga,2024,2024,4/14/24,Masters Tournament,"Lee, Min Woo",16841,T22,3,Augusta National Golf Club,14,72,1,11:05 AM,75,-0.791,-0.313,-0.142,0.545,0.091,-0.7,317.3,0.786,0.722,0.444,42.007,39.554,2,3
pga,2024,2024,4/14/24,Masters Tournament,"Cantlay, Patrick",15466,T22,2,Augusta National Golf Club,14,72,1,1:12 PM,75,-0.919,-0.7,1.823,-0.124,0.998,0.079,300.8,0.714,0.556,0.5,52.982,36.566,3,6
pga,2024,2024,4/14/24,Masters Tournament,"English, Harris",14577,T22,3,Augusta National Golf Club,14,72,1,12:25 PM,75,0.074,0.239,-1.019,0.006,-0.774,-0.7,297.8,0.714,0.444,0.417,53.715,49.891,3,6
pga,2024,2024,4/14/24,Masters Tournament,"DeChambeau, Bryson",19841,T6,3,Augusta National Golf Club,14,72,1,2:45 PM,75,-1.297,-0.459,0.226,0.83,0.597,-0.7,310.6,0.786,0.5,0.556,129.659,41.497,4,4
